A0A067XG53	ENSMUSP00000111098
Q9D2G2	ENSMUSP00000060346
Q9D2G5	ENSMUSP00000111457
Q9D2N9	ENSMUSP00000031388
Q9D2Q3	ENSMUSP00000050128
Q9D2R0	ENSMUSP00000031445
Q9D2X5	ENSMUSP00000054763
Q9D2X5	ENSMUSP00000131966
Q9D2Y4-2	ENSMUSP00000055521
Q9D338	ENSMUSP00000032124
Q9D358	ENSMUSP00000073686
Q9D3D9	ENSMUSP00000003156
Q9D3F3	ENSMUSP00000037046
Q9D3F3	ENSMUSP00000112451
Q9D3U0	ENSMUSP00000020520
Q9D483	ENSMUSP00000029741
Q9D4G5	ENSMUSP00000052654
Q9D4H1	ENSMUSP00000021785
Q9D4H8	ENSMUSP00000125403
Q9D4H9-2	ENSMUSP00000111173
Q9D4I9	ENSMUSP00000085625
Q9D517	ENSMUSP00000001240
Q9D554	ENSMUSP00000030734
Q9D5T0	ENSMUSP00000069962
Q9D5V5	ENSMUSP00000034529
Q9D5V6	ENSMUSP00000033723
Q9D662	ENSMUSP00000028916
Q9D666	ENSMUSP00000056655
Q9D6J6	ENSMUSP00000121557
Q9D6K9	ENSMUSP00000023762
Q9D6L8	ENSMUSP00000080378
Q9D6M3	ENSMUSP00000019226
Q9D6M3	ENSMUSP00000101629
Q9D6M3	ENSMUSP00000144231
Q9D6R2	ENSMUSP00000127526
Q9D6T0	ENSMUSP00000003513
Q9D6U8	ENSMUSP00000004057
Q9D6Z1	ENSMUSP00000099487
Q9D706	ENSMUSP00000023104
Q9D710	ENSMUSP00000059582
Q9D753	ENSMUSP00000029316
Q9D786	ENSMUSP00000019697
Q9D787	ENSMUSP00000023455
Q9D799	ENSMUSP00000074347
Q9D7A8	ENSMUSP00000029125
Q9D7B7	ENSMUSP00000022282
Q9D7E3	ENSMUSP00000071493
Q9D7G0	ENSMUSP00000033809
Q9D7H3	ENSMUSP00000000348
Q9D7J9	ENSMUSP00000037371
Q9D7M8	ENSMUSP00000025106
Q9D7N3	ENSMUSP00000056855
Q9D7N9	ENSMUSP00000040840
Q9D7S7-2	ENSMUSP00000043111
Q9D7S7-2	ENSMUSP00000141510
Q9D7X3	ENSMUSP00000102791
Q9D7Z3	ENSMUSP00000071818
Q9D819	ENSMUSP00000020286
Q9D824-4	ENSMUSP00000109164
Q9D832	ENSMUSP00000029669
Q9D855	ENSMUSP00000021993
Q9D880	ENSMUSP00000080614
Q9D883	ENSMUSP00000014684
Q9D892	ENSMUSP00000099482
Q9D898	ENSMUSP00000088516
Q9D8B3	ENSMUSP00000036206
Q9D8C4	ENSMUSP00000010502
Q9D8M4	ENSMUSP00000092888
Q9D8M7-2	ENSMUSP00000024657
Q9D8N0	ENSMUSP00000093955
Q9D8S3	ENSMUSP00000064893
Q9D8S4	ENSMUSP00000034524
Q9D8T2	ENSMUSP00000023238
Q9D8U0	ENSMUSP00000010192
Q9D8U8	ENSMUSP00000028909
Q9D8W5	ENSMUSP00000021063
Q9D8X2	ENSMUSP00000007865
Q9D8Y1	ENSMUSP00000032844
Q9D903	ENSMUSP00000030501
Q9D906	ENSMUSP00000133215
Q9D924	ENSMUSP00000054858
Q9D937	ENSMUSP00000093970
Q9D958	ENSMUSP00000124428
Q9D975	ENSMUSP00000046196
Q9DAI2	ENSMUSP00000143488
Q9DAM7	ENSMUSP00000093030
Q9DAR7	ENSMUSP00000034539
Q9DAS9	ENSMUSP00000046557
Q9DAU1	ENSMUSP00000050309
Q9DAV6	ENSMUSP00000006392
Q9DAW6	ENSMUSP00000081572
Q9DAW9	ENSMUSP00000029773
Q9DAX9	ENSMUSP00000018625
Q9DB05	ENSMUSP00000006181
Q9DB15	ENSMUSP00000044417
Q9DB20	ENSMUSP00000023677
Q9DB25	ENSMUSP00000035879
Q9DB27	ENSMUSP00000000365
Q9DB28	ENSMUSP00000080215
Q9DB34	ENSMUSP00000005711
Q9DB40-2	ENSMUSP00000028139
Q9DB42	ENSMUSP00000030644
Q9DB73	ENSMUSP00000027726
Q9DB77	ENSMUSP00000033176
Q9DB85	ENSMUSP00000095752
Q9DB91	ENSMUSP00000003536
Q9DB96	ENSMUSP00000022815
Q9DBB4	ENSMUSP00000022597
Q9DBC3	ENSMUSP00000024816
Q9DBC7	ENSMUSP00000056500
Q9DBD5	ENSMUSP00000019065
Q9DBE8	ENSMUSP00000043580
Q9DBE9	ENSMUSP00000021048
Q9DBF1-2	ENSMUSP00000065089
Q9DBF7	ENSMUSP00000018685
Q9DBG3	ENSMUSP00000018875
Q9DBG5	ENSMUSP00000019726
Q9DBG7	ENSMUSP00000034541
Q9DBG9	ENSMUSP00000047410
Q9DBH0	ENSMUSP00000132224
Q9DBH5	ENSMUSP00000021940
Q9DBJ1	ENSMUSP00000011896
Q9DBL1	ENSMUSP00000015829
Q9DBL1	ENSMUSP00000113948
Q9DBL7	ENSMUSP00000001806
Q9DBN5	ENSMUSP00000034141
Q9DBN9-2	ENSMUSP00000027655
Q9DBP5	ENSMUSP00000030491
Q9DBR0	ENSMUSP00000002699
Q9DBR1-2	ENSMUSP00000028921
Q9DBR7	ENSMUSP00000069257
Q9DBT5	ENSMUSP00000077946
Q9DBV4	ENSMUSP00000030947
Q9DBX2	ENSMUSP00000009174
Q9DBY8	ENSMUSP00000027797
Q9DBZ5	ENSMUSP00000066038
Q9DC16	ENSMUSP00000132922
Q9DC23	ENSMUSP00000028392
Q9DC28	ENSMUSP00000018274
Q9DC33	ENSMUSP00000034879
Q9DC40	ENSMUSP00000024987
Q9DC48	ENSMUSP00000044305
Q9DC51	ENSMUSP00000000001
Q9DC61	ENSMUSP00000075762
Q9DC69	ENSMUSP00000085523
Q9DC71	ENSMUSP00000030675
Q9DCA2	ENSMUSP00000032840
Q9DCA5	ENSMUSP00000022855
Q9DCC1	ENSMUSP00000103788
Q9DCC4	ENSMUSP00000049605
Q9DCC5	ENSMUSP00000031862
Q9DCD0	ENSMUSP00000081141
Q9DCD2	ENSMUSP00000019614
Q9DCD5	ENSMUSP00000012440
Q9DCE5	ENSMUSP00000040846
Q9DCG9	ENSMUSP00000085591
Q9DCH4	ENSMUSP00000033342
Q9DCH6	ENSMUSP00000069228
Q9DCH6	ENSMUSP00000135968
Q9DCI9	ENSMUSP00000015816
Q9DCJ5	ENSMUSP00000065352
Q9DCL9	ENSMUSP00000031160
Q9DCM0	ENSMUSP00000076433
Q9DCN2-2	ENSMUSP00000125636
Q9DCS3	ENSMUSP00000030742
Q9DCS9	ENSMUSP00000043543
Q9DCT5	ENSMUSP00000002133
Q9DCU6	ENSMUSP00000003386
Q9DCW4	ENSMUSP00000004729
Q9EP69	ENSMUSP00000026270
Q9EP71	ENSMUSP00000087815
Q9EP72	ENSMUSP00000068610
Q9EP97	ENSMUSP00000005336
Q9EPB5	ENSMUSP00000132686
Q9EPE9	ENSMUSP00000034326
Q9EPJ9	ENSMUSP00000029092
Q9EPJ9	ENSMUSP00000104487
Q9EPJ9	ENSMUSP00000104488
Q9EPJ9	ENSMUSP00000139222
Q9EPK5	ENSMUSP00000113040
Q9EPK7	ENSMUSP00000129504
Q9EPL8	ENSMUSP00000081782
Q9EPN1-3	ENSMUSP00000029374
Q9EPQ8-2	ENSMUSP00000105136
Q9EPU0-2	ENSMUSP00000075089
Q9EPU4	ENSMUSP00000071794
Q9EQ61	ENSMUSP00000105612
Q9EQ80	ENSMUSP00000084799
Q9EQC5	ENSMUSP00000025890
Q9EQC8	ENSMUSP00000005015
Q9EQG9-2	ENSMUSP00000076856
Q9EQH2	ENSMUSP00000133166
Q9EQH3	ENSMUSP00000034131
Q9EQJ9-2	ENSMUSP00000112934
Q9EQM6	ENSMUSP00000144275
Q9EQP2	ENSMUSP00000028755
Q9EQQ9	ENSMUSP00000026243
Q9EQS3	ENSMUSP00000030400
Q9EQS3	ENSMUSP00000101808
Q9ER00	ENSMUSP00000030698
Q9ER41	ENSMUSP00000028199
Q9ER67	ENSMUSP00000026302
Q9ER69	ENSMUSP00000007007
Q9ER72	ENSMUSP00000010899
Q9ER73	ENSMUSP00000116575
Q9ER88	ENSMUSP00000088456
Q9ERA6	ENSMUSP00000031288
Q9ERB0	ENSMUSP00000023449
Q9ERE7	ENSMUSP00000091768
Q9ERF3	ENSMUSP00000056359
Q9ERG0	ENSMUSP00000073371
Q9ERG2	ENSMUSP00000013130
Q9ERH4	ENSMUSP00000028771
Q9ERH4	ENSMUSP00000068713
Q9ERK4	ENSMUSP00000002790
Q9ERS2	ENSMUSP00000105796
Q9ERU9	ENSMUSP00000003310
Q9ERV1	ENSMUSP00000000449
Q9ES00	ENSMUSP00000099501
Q9ES46	ENSMUSP00000023072
Q9ES56	ENSMUSP00000034623
Q9ES74	ENSMUSP00000140635
Q9ESC8	ENSMUSP00000051479
Q9ESJ0	ENSMUSP00000086909
Q9ESL4	ENSMUSP00000088334
Q9ESL4-2	ENSMUSP00000118983
Q9ESP1	ENSMUSP00000023453
Q9ESS0	ENSMUSP00000045838
Q9EST3	ENSMUSP00000105676
Q9EST4-3	ENSMUSP00000025418
Q9EST5	ENSMUSP00000099990
Q9ESU6	ENSMUSP00000003726
Q9ESU7	ENSMUSP00000104136
Q9ESV0	ENSMUSP00000105628
Q9ESW4	ENSMUSP00000031977
Q9ESX5	ENSMUSP00000033776
Q9ET26	ENSMUSP00000077197
Q9ET26	ENSMUSP00000104837
Q9ET30	ENSMUSP00000025989
Q9ET54-3	ENSMUSP00000112442
Q9JHC9-3	ENSMUSP00000103686
Q9JHC9-3	ENSMUSP00000126871
Q9JHI5	ENSMUSP00000028807
Q9JHI7	ENSMUSP00000029269
Q9JHJ0	ENSMUSP00000072087
Q9JHJ3	ENSMUSP00000135398
Q9JHS9	ENSMUSP00000004200
Q9JHU4	ENSMUSP00000018851
Q9JHU9	ENSMUSP00000019283
Q9JHW2	ENSMUSP00000023432
Q9JHW4	ENSMUSP00000131207
Q9JI10	ENSMUSP00000018476
Q9JI11	ENSMUSP00000018353
Q9JI13	ENSMUSP00000087896
Q9JI44	ENSMUSP00000099748
Q9JI48	ENSMUSP00000031264
Q9JI91	ENSMUSP00000067708
Q9JI91	ENSMUSP00000129609
Q9JIB0	ENSMUSP00000038485
Q9JIB4	ENSMUSP00000138108
Q9JIF0-2	ENSMUSP00000103474
Q9JIF7	ENSMUSP00000033012
Q9JIG7	ENSMUSP00000033483
Q9JIH2	ENSMUSP00000131457
Q9JII5-2	ENSMUSP00000089958
Q9JII6	ENSMUSP00000030455
Q9JIK5	ENSMUSP00000042691
Q9JIK9	ENSMUSP00000045111
Q9JIW9	ENSMUSP00000004565
Q9JIX0	ENSMUSP00000052905
Q9JIY2-3	ENSMUSP00000099038
Q9JIY5	ENSMUSP00000087073
Q9JIZ5	ENSMUSP00000005862
Q9JJ00	ENSMUSP00000091318
Q9JJ28	ENSMUSP00000002889
Q9JJ78	ENSMUSP00000022612
Q9JJ89	ENSMUSP00000025639
Q9JJ94	ENSMUSP00000028342
Q9JJA4	ENSMUSP00000027173
Q9JJE7	ENSMUSP00000111659
Q9JJG0-3	ENSMUSP00000081561
Q9JJI8	ENSMUSP00000080741
Q9JJT0	ENSMUSP00000067579
Q9JJU8	ENSMUSP00000033598
Q9JJV2-3	ENSMUSP00000068890
Q9JJY4	ENSMUSP00000088176
Q9JJZ6	ENSMUSP00000067680
Q9JK23	ENSMUSP00000023630
Q9JK30-2	ENSMUSP00000048319
Q9JK38	ENSMUSP00000042860
Q9JK48	ENSMUSP00000142716
Q9JK81	ENSMUSP00000109312
Q9JK92	ENSMUSP00000037007
Q9JKB1	ENSMUSP00000002289
Q9JKB3	ENSMUSP00000032309
Q9JKC8	ENSMUSP00000117346
Q9JKF1	ENSMUSP00000128278
Q9JKF7	ENSMUSP00000112283
Q9JKN1	ENSMUSP00000065254
Q9JKP5	ENSMUSP00000141287
Q9JKR6	ENSMUSP00000068594
Q9JKV1	ENSMUSP00000050076
Q9JKX4	ENSMUSP00000018841
Q9JKX6	ENSMUSP00000026927
Q9JKY0	ENSMUSP00000084466
Q9JKY5	ENSMUSP00000000939
Q9JL15	ENSMUSP00000114200
Q9JL16-2	ENSMUSP00000112621
Q9JLB0-2	ENSMUSP00000038772
Q9JLB2	ENSMUSP00000080683
Q9JLC8-3	ENSMUSP00000113377
Q9JLI8	ENSMUSP00000019118
Q9JLJ2	ENSMUSP00000028004
Q9JLL0	ENSMUSP00000108117
Q9JLM8	ENSMUSP00000050034
Q9JLN9	ENSMUSP00000099510
Q9JLQ0	ENSMUSP00000024709
Q9JLQ2	ENSMUSP00000083754
Q9JLV1	ENSMUSP00000033136
Q9JLV5	ENSMUSP00000130738
Q9JLV6	ENSMUSP00000003044
Q9JM05	ENSMUSP00000005064
Q9JM13	ENSMUSP00000026390
Q9JM14	ENSMUSP00000021082
Q9JM76	ENSMUSP00000099584
Q9JMB0	ENSMUSP00000089169
Q9JMD0-2	ENSMUSP00000054168
Q9JMD0-4	ENSMUSP00000054168
Q9JME5	ENSMUSP00000080739
Q9JMG7	ENSMUSP00000026094
Q9JMG7	ENSMUSP00000102926
Q9JMH6-2	ENSMUSP00000020484
Q9JMH9-4	ENSMUSP00000130696
Q9JMK0	ENSMUSP00000104844
Q9QUH0	ENSMUSP00000022082
Q9QUI0	ENSMUSP00000007959
Q9QUJ7-2	ENSMUSP00000033634
Q9QUM9	ENSMUSP00000021412
Q9QUN7	ENSMUSP00000029623
Q9QUR6	ENSMUSP00000097444
Q9QUR7	ENSMUSP00000034689
Q9QWF0	ENSMUSP00000002914
Q9QWH1-2	ENSMUSP00000030588
Q9QWT9-2	ENSMUSP00000134572
Q9QWV9	ENSMUSP00000012104
Q9QXB9	ENSMUSP00000018568
Q9QXD8	ENSMUSP00000026269
Q9QXE7	ENSMUSP00000085549
Q9QXK2	ENSMUSP00000070619
Q9QXK3-4	ENSMUSP00000038368
Q9QXK7	ENSMUSP00000068148
Q9QXL2-3	ENSMUSP00000085985
Q9QXS1-2	ENSMUSP00000073124
Q9QXS1-3	ENSMUSP00000073124
Q9QXS6-3	ENSMUSP00000021950
Q9QXS6-3	ENSMUSP00000105549
Q9QXT0	ENSMUSP00000026446
Q9QXX4	ENSMUSP00000015256
Q9QY06-3	ENSMUSP00000129220
Q9QY30	ENSMUSP00000099770
Q9QY76	ENSMUSP00000064699
Q9QYB1	ENSMUSP00000041453
Q9QYC0-2	ENSMUSP00000109979
Q9QYF9	ENSMUSP00000070052
Q9QYH6	ENSMUSP00000026142
Q9QYI3	ENSMUSP00000014339
Q9QYI4	ENSMUSP00000116577
Q9QYJ0	ENSMUSP00000034138
Q9QYJ3	ENSMUSP00000005620
Q9QYL7	ENSMUSP00000045888
Q9QYM8	ENSMUSP00000074988
Q9QYR6	ENSMUSP00000092223
Q9QYR9	ENSMUSP00000021649
Q9QZ06	ENSMUSP00000001950
Q9QZ23	ENSMUSP00000032060
Q9QZB7	ENSMUSP00000021479
Q9QZD8	ENSMUSP00000026899
Q9QZD9	ENSMUSP00000099653
Q9QZE5	ENSMUSP00000109237
Q9QZF2	ENSMUSP00000047199
Q9QZK2	ENSMUSP00000029766
Q9QZL0	ENSMUSP00000022830
Q9QZM0	ENSMUSP00000056888
Q9QZQ1-2	ENSMUSP00000119153
Q9QZQ8	ENSMUSP00000016081
Q9QZS3-4	ENSMUSP00000119303
Q9R020	ENSMUSP00000101673
Q9R049-2	ENSMUSP00000052258
Q9R059	ENSMUSP00000040150
Q9R060	ENSMUSP00000023146
Q9R061	ENSMUSP00000049319
Q9R062	ENSMUSP00000114019
Q9R078	ENSMUSP00000031486
Q9R099	ENSMUSP00000115011
Q9R0A0	ENSMUSP00000099506
Q9R0B9	ENSMUSP00000125373
Q9R0D8	ENSMUSP00000116608
Q9R0E1	ENSMUSP00000004968
Q9R0E2	ENSMUSP00000019199
Q9R0H0-2	ENSMUSP00000063325
Q9R0L6	ENSMUSP00000039709
Q9R0M6	ENSMUSP00000045127
Q9R0N0	ENSMUSP00000021114
Q9R0P3	ENSMUSP00000135394
Q9R0P4	ENSMUSP00000032899
Q9R0P5	ENSMUSP00000099461
Q9R0Q4	ENSMUSP00000033797
Q9R0Q4	ENSMUSP00000108720
Q9R0Q4	ENSMUSP00000108722
Q9R0Q4	ENSMUSP00000126363
Q9R0Q4	ENSMUSP00000129774
Q9R0Q4	ENSMUSP00000131909
Q9R0Q4	ENSMUSP00000132643
Q9R0Q7	ENSMUSP00000050292
Q9R0Q9	ENSMUSP00000018905
Q9R0X4	ENSMUSP00000026324
Q9R0Y5	ENSMUSP00000068479
Q9R0Z9-2	ENSMUSP00000132812
Q9R118	ENSMUSP00000006367
Q9R190	ENSMUSP00000093959
Q9R1B9	ENSMUSP00000133840
Q9R1B9	ENSMUSP00000134263
Q9R1C6	ENSMUSP00000000285
Q9R1C7	ENSMUSP00000075655
Q9R1J0	ENSMUSP00000033715
Q9R1K5	ENSMUSP00000114203
Q9R1P0	ENSMUSP00000034848
Q9R1P1	ENSMUSP00000099436
Q9R1P3	ENSMUSP00000030642
Q9R1P4	ENSMUSP00000033008
Q9R1Q6	ENSMUSP00000098972
Q9R1Q6	ENSMUSP00000128705
Q9R1Q6	ENSMUSP00000131064
Q9R1Q9	ENSMUSP00000019231
Q9R1R8	ENSMUSP00000124066
Q9R1T2	ENSMUSP00000092409
Q9R1X4-3	ENSMUSP00000058021
Q9R1Z8	ENSMUSP00000022682
Q9R207	ENSMUSP00000029879
Q9R233-2	ENSMUSP00000025161
Q9R257	ENSMUSP00000042232
Q9WTI7-3	ENSMUSP00000099563
Q9WTK5	ENSMUSP00000072859
Q9WTL8-3	ENSMUSP00000046235
Q9WTM5	ENSMUSP00000033087
Q9WTP6-2	ENSMUSP00000030583
Q9WTX2	ENSMUSP00000002808
Q9WTX5	ENSMUSP00000038744
Q9WTX6	ENSMUSP00000031697
Q9WTX8	ENSMUSP00000031534
Q9WU28	ENSMUSP00000129178
Q9WU56-2	ENSMUSP00000083844
Q9WU62-2	ENSMUSP00000025562
Q9WU78	ENSMUSP00000107492
Q9WUA2	ENSMUSP00000069508
Q9WUA3	ENSMUSP00000021614
Q9WUA6-2	ENSMUSP00000106789
Q9WUD1	ENSMUSP00000040431
Q9WUK2-2	ENSMUSP00000143910
Q9WUK4	ENSMUSP00000023867
Q9WUL7	ENSMUSP00000026009
Q9WUM3	ENSMUSP00000137780
Q9WUM4	ENSMUSP00000004646
Q9WUM5	ENSMUSP00000065113
Q9WUN2	ENSMUSP00000020316
Q9WUP7-2	ENSMUSP00000140106
Q9WUQ2	ENSMUSP00000074387
Q9WUR9	ENSMUSP00000099841
Q9WUU7	ENSMUSP00000016400
Q9WUU8-3	ENSMUSP00000018482
Q9WUU9	ENSMUSP00000125960
Q9WUV0	ENSMUSP00000030872
Q9WV03	ENSMUSP00000109797
Q9WV32	ENSMUSP00000143438
Q9WV54	ENSMUSP00000034000
Q9WV55	ENSMUSP00000024897
Q9WV60	ENSMUSP00000110398
Q9WV70	ENSMUSP00000137253
Q9WV86	ENSMUSP00000132514
Q9WV91	ENSMUSP00000099755
Q9WV96	ENSMUSP00000102398
Q9WV98	ENSMUSP00000021486
Q9WVA2	ENSMUSP00000050156
Q9WVA3	ENSMUSP00000081547
Q9WVA4	ENSMUSP00000106859
Q9WVE8	ENSMUSP00000058320
Q9WVF7	ENSMUSP00000007296
Q9WVG6-2	ENSMUSP00000111052
Q9WVJ2	ENSMUSP00000026560
Q9WVJ9	ENSMUSP00000064719
Q9WVJ9	ENSMUSP00000133016
Q9WVK4	ENSMUSP00000144036
Q9WVL3	ENSMUSP00000017900
Q9WVM1	ENSMUSP00000023756
Q9WVQ5	ENSMUSP00000011055
Q9Z0E0-2	ENSMUSP00000030637
Q9Z0E6	ENSMUSP00000132435
Q9Z0F8	ENSMUSP00000067953
Q9Z0F8	ENSMUSP00000099087
Q9Z0F8	ENSMUSP00000136407
Q9Z0H1	ENSMUSP00000025170
Q9Z0H3	ENSMUSP00000000925
Q9Z0H7	ENSMUSP00000029842
Q9Z0H8-2	ENSMUSP00000098212
Q9Z0L0	ENSMUSP00000006559
Q9Z0N1	ENSMUSP00000059395
Q9Z0P4	ENSMUSP00000040596
Q9Z0P4	ENSMUSP00000101018
Q9Z0P5	ENSMUSP00000024047
Q9Z0R9	ENSMUSP00000025567
Q9Z0S1	ENSMUSP00000027916
Q9Z0U1	ENSMUSP00000097154
Q9Z0W3	ENSMUSP00000059289
Q9Z0Z7	ENSMUSP00000005279
Q9Z104	ENSMUSP00000020454
Q9Z110-2	ENSMUSP00000025979
Q9Z120	ENSMUSP00000006915
Q9Z127	ENSMUSP00000041557
Q9Z160	ENSMUSP00000018805
Q9Z179	ENSMUSP00000022945
Q9Z191	ENSMUSP00000073970
Q9Z1A1	ENSMUSP00000067867
Q9Z1B5	ENSMUSP00000098897
Q9Z1D1	ENSMUSP00000004206
Q9Z1E3	ENSMUSP00000021413
Q9Z1F9	ENSMUSP00000099807
Q9Z1G3	ENSMUSP00000022904
Q9Z1J3-2	ENSMUSP00000029147
Q9Z1K5	ENSMUSP00000126531
Q9Z1M8	ENSMUSP00000007042
Q9Z1N2	ENSMUSP00000099805
Q9Z1N5	ENSMUSP00000070682
Q9Z1Q5	ENSMUSP00000007257
Q9Z1Q9	ENSMUSP00000133994
Q9Z1S0	ENSMUSP00000037126
Q9Z1T1	ENSMUSP00000022196
Q9Z1T6-1	ENSMUSP00000095314
Q9Z1X4-2	ENSMUSP00000065770
Q9Z1Y4	ENSMUSP00000024119
Q9Z1Z0	ENSMUSP00000031355
Q9Z1Z2	ENSMUSP00000068267
Q9Z204-2	ENSMUSP00000107237
Q9Z207	ENSMUSP00000022599
Q9Z247	ENSMUSP00000031795
Q9Z248-5	ENSMUSP00000084896
Q9Z255	ENSMUSP00000016452
Q9Z266	ENSMUSP00000122090
Q9Z277	ENSMUSP00000002825
Q9Z2B9	ENSMUSP00000025903
Q9Z2C4	ENSMUSP00000015358
Q9Z2C4	ENSMUSP00000110248
Q9Z2D0	ENSMUSP00000059894
Q9Z2D1	ENSMUSP00000034396
Q9Z2D8	ENSMUSP00000089948
Q9Z2G6	ENSMUSP00000021347
Q9Z2I0	ENSMUSP00000005431
Q9Z2I8-2	ENSMUSP00000078774
Q9Z2I9	ENSMUSP00000022706
Q9Z2L6	ENSMUSP00000025827
Q9Z2L7-2	ENSMUSP00000060028
Q9Z2M6	ENSMUSP00000078303
Q9Z2M7	ENSMUSP00000023396
Q9Z2N8	ENSMUSP00000029214
Q9Z2Q2	ENSMUSP00000033277
Q9Z2Q2	ENSMUSP00000102159
Q9Z2Q6	ENSMUSP00000094750
Q9Z2U0	ENSMUSP00000029082
Q9Z2U1	ENSMUSP00000088057
Q9Z2W0	ENSMUSP00000140864
Q9Z2X1	ENSMUSP00000045048
Q9Z2X2	ENSMUSP00000033805
Q9Z2X8	ENSMUSP00000062467
Q9Z2Y8	ENSMUSP00000033875
Q9Z315	ENSMUSP00000047397
Q9Z321	ENSMUSP00000023465
Q9Z321	ENSMUSP00000112913
S4R1E5	ENSMUSP00000094863
S4R1P5	ENSMUSP00000110756
S4R1S7	ENSMUSP00000110574
S4R1W5	ENSMUSP00000138400
S4R291	ENSMUSP00000138620
S4R2J9	ENSMUSP00000138433
S4R2K9	ENSMUSP00000139496
V9GX42	ENSMUSP00000053543
V9GXJ9	ENSMUSP00000039688
V9GXP8	ENSMUSP00000032279
Z4YJT3	ENSMUSP00000071421
Z4YJU8	ENSMUSP00000097768
Z4YK18	ENSMUSP00000030257
Z4YKQ9	ENSMUSP00000017694
Z4YKT6	ENSMUSP00000044924
